product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_time_alt,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,total_cost,profit,delay_risk,stock_risk
cosmetics,SKU678,43.13,98,43,1909.762916,Male,46,14,185,7,Carrier A,17.926282326,Supplier 3,Delhi,13,86,47,82.0907418878,Pass,1.068780109008698,Sea,Route B,255.510687,100.0170242138,1809.7458917862,0,0
skincare,SKU679,35.88,8,472,18299.591474,Male,16,22,127,12,Carrier B,12.0031711276,Supplier 5,Chennai,6,293,32,72.4255874005,Pending,3.589144991536056,Rail,Route C,614.68272,84.4287585281,18215.1627154719,0,1
cosmetics,SKU680,49.34,16,890,41404.823688,Non-binary,40,12,156,9,Carrier B,19.6892080896,Supplier 3,Kolkata,43,800,11,54.7051443488,Fail,0.912284210221951,Air,Route B,757.573229,74.3943524384,41330.429335561596,1,1
cosmetics,SKU681,70.19,17,245,17239.454375,Male,26,9,80,10,Carrier B,14.3871346105,Supplier 1,Delhi,28,1154,24,30.0473491941,Pending,2.191250125962662,Rail,Route C,955.641475,44.4344838046,17195.0198911954,0,1
skincare,SKU682,11.32,13,871,9155.855654,Male,111,22,107,14,Carrier A,17.0877178175,Supplier 4,Bangalore,46,1420,18,82.999543618,Pending,0.366542389241018,Road,Route C,754.657564,100.08726143550001,9055.768392564501,1,1
skincare,SKU683,26.41,50,387,9537.416198,Male,47,5,156,7,Carrier B,11.2235113146,Supplier 1,Kolkata,51,908,45,94.6158456971,Pending,4.862847265977116,Road,Route B,955.16264,105.8393570117,9431.5768409883,1,1
skincare,SKU684,42.55,82,846,34766.7497,Non-binary,19,10,19,11,Carrier B,4.1452751016,Supplier 3,Mumbai,37,632,13,12.2513636702,Fail,0.735129117119764,Rail,Route A,288.938649,16.3966387718,34750.3530612282,1,1
cosmetics,SKU685,50.32,17,677,33344.047489,Unknown,96,42,105,8,Carrier A,13.4729588331,Supplier 4,Bangalore,43,1441,45,56.3947728379,Pass,3.616009538284731,Road,Route A,356.384086,69.867731671,33274.179757328995,1,1
cosmetics,SKU686,10.66,19,565,5474.887871,Non-binary,180,41,113,13,Carrier A,16.1104538511,Supplier 1,Mumbai,41,1450,10,53.4206323343,Fail,2.367585948435303,Rail,Route A,101.965685,69.5310861854,5405.356784814599,1,1
cosmetics,SKU687,31.49,15,143,4778.977855,Non-binary,43,42,55,2,Carrier A,18.4225962314,Supplier 3,Delhi,29,519,46,66.9333941474,Pass,4.488439595129169,Sea,Route A,807.987264,85.35599037879999,4693.6218646212,0,1
haircare,SKU688,74.64,75,641,44718.797384,Female,61,54,112,12,Carrier B,14.2849648732,Supplier 2,Chennai,10,1233,52,95.2452272535,Fail,3.292840837329292,Road,Route C,435.160599,109.5301921267,44609.267191873296,0,1
cosmetics,SKU689,59.85,5,907,57079.680069,Non-binary,21,37,192,11,Carrier C,3.9621236273,Supplier 5,Bangalore,46,565,22,46.7192335123,Pass,4.084936315419761,Rail,Route A,123.069025,50.6813571396,57028.998711860404,1,1
cosmetics,SKU690,82.11,19,782,60352.906659,Non-binary,36,53,183,14,Carrier A,11.9241163714,Supplier 5,Bangalore,12,409,5,81.9166077538,Pass,2.754693317583034,Road,Route C,709.299645,93.8407241252,60259.0659348748,0,1
skincare,SKU691,97.14,31,562,54518.908867,Male,4,29,14,1,Carrier B,3.5541905739,Supplier 3,Kolkata,21,253,29,70.5626041858,Pass,4.085670189916621,Road,Route B,778.153511,74.1167947597,54444.7920722403,0,1
skincare,SKU692,42.81,58,530,23243.676399,Female,75,34,19,5,Carrier A,5.7047588568,Supplier 5,Bangalore,39,1015,18,93.8945547292,Pass,0.413088277232975,Road,Route C,725.087777,99.599313586,23144.077085414,1,1
haircare,SKU693,29.19,66,141,3769.976128,Male,157,34,167,3,Carrier B,10.1492495062,Supplier 4,Mumbai,45,379,22,21.5068436118,Pass,2.576772400089991,Air,Route C,812.952223,31.656093118,3738.3200348819996,1,0
skincare,SKU694,36.7,41,620,23425.632498,Male,188,11,192,11,Carrier A,13.3750780473,Supplier 1,Kolkata,55,1309,22,15.4198328001,Pass,3.218634771121983,Air,Route B,635.424419,28.7949108474,23396.8375871526,1,1
haircare,SKU695,7.16,77,660,4456.007985,Male,105,33,124,4,Carrier A,1.6083430131,Supplier 3,Delhi,36,142,11,15.0472152337,Fail,4.29296410813017,Air,Route A,660.083821,16.6555582468,4439.3524267532,1,1
skincare,SKU696,37.68,75,689,28293.74981,Male,162,58,152,11,Carrier C,7.6513549332,Supplier 4,Mumbai,24,141,29,88.7439991916,Pending,2.023816258323511,Rail,Route B,847.932682,96.3953541248,28197.3544558752,0,1
skincare,SKU697,45.14,5,276,13447.974095,Male,31,58,187,14,Carrier B,13.4923903697,Supplier 2,Mumbai,26,516,21,70.1524631906,Pending,2.246162210331146,Sea,Route B,612.401682,83.6448535603,13364.3292414397,0,1
skincare,SKU698,62.7,64,844,51404.143948,Female,39,56,13,11,Carrier B,17.5310486691,Supplier 5,Chennai,55,908,12,86.4297230225,Pass,4.353350034505919,Road,Route C,777.648599,103.9607716916,51300.1831763084,1,1
skincare,SKU699,89.28,83,313,25920.882586,Female,126,31,84,10,Carrier C,17.5241138239,Supplier 3,Kolkata,29,668,24,31.6605474861,Pending,1.982317957846899,Air,Route A,931.670025,49.184661309999996,25871.69792469,0,1
skincare,SKU700,92.88,10,13,1316.83797,Male,131,52,122,12,Carrier C,9.7462127108,Supplier 2,Bangalore,5,640,37,84.8014495046,Pass,1.371856630018613,Road,Route A,476.198434,94.5476622154,1222.2903077846001,0,0
haircare,SKU701,13.0,14,342,4562.003518,Female,165,59,179,4,Carrier C,3.3244329433,Supplier 1,Kolkata,43,1114,48,54.1322231649,Pending,0.850242638532242,Rail,Route A,220.043113,57.4566561082,4504.5468618918,1,1
skincare,SKU702,81.4,74,382,31712.835408,Male,4,34,33,1,Carrier C,5.7803804255,Supplier 4,Chennai,26,1344,41,68.6073077336,Pass,0.418488914522307,Road,Route B,579.112955,74.3876881591,31638.4477198409,0,1
haircare,SKU703,82.49,83,962,72142.771987,Female,147,34,173,3,Carrier A,15.1226842738,Supplier 5,Delhi,48,1492,17,49.7663278456,Pass,1.910616759322755,Road,Route A,914.436565,64.88901211940001,72077.8829748806,1,1
skincare,SKU704,50.08,7,873,45770.024063,Female,142,3,24,3,Carrier B,16.6991138474,Supplier 3,Bangalore,18,961,24,14.144064404,Pass,4.84689284431399,Road,Route A,810.400134,30.843178251399998,45739.180884748595,0,1
skincare,SKU705,36.01,97,944,34956.270186,Female,194,5,149,9,Carrier A,16.49847613,Supplier 1,Chennai,41,1429,25,28.4321372445,Pass,3.174797714079938,Road,Route B,677.437596,44.9306133745,34911.339572625504,1,1
skincare,SKU706,90.29,78,390,34582.902702,Male,74,3,179,14,Carrier B,11.7007637565,Supplier 4,Chennai,6,779,35,69.4583100225,Pass,3.932642226572279,Road,Route A,284.009843,81.159073779,34501.743628221,0,1
haircare,SKU707,57.7,49,546,29361.680749,Non-binary,30,7,114,5,Carrier C,7.9888122621,Supplier 2,Delhi,52,256,9,94.8743929574,Pass,3.316984892607207,Rail,Route C,392.275548,102.8632052195,29258.8175437805,1,1
cosmetics,SKU708,74.28,40,614,45917.657495,Non-binary,50,48,195,1,Carrier C,18.9290397423,Supplier 2,Kolkata,46,293,35,35.2047885055,Pass,0.881749763590283,Road,Route C,914.921823,54.1338282478,45863.5236667522,1,1
cosmetics,SKU709,58.79,8,152,9812.158609,Non-binary,157,58,95,7,Carrier A,15.1438795667,Supplier 4,Bangalore,41,953,5,26.9805062105,Fail,3.700156063453753,Rail,Route C,561.189909,42.124385777200004,9770.0342232228,1,0
skincare,SKU710,82.93,1,86,7828.026046,Non-binary,197,27,193,9,Carrier A,1.4713772708,Supplier 5,Bangalore,24,1411,38,34.7549002912,Pending,1.476511515164591,Road,Route A,484.680522,36.226277562,7791.799768438,0,0
cosmetics,SKU711,32.88,61,306,9260.268911,Female,155,8,64,14,Carrier B,14.3499150201,Supplier 3,Chennai,27,672,36,81.6375919197,Fail,0.561825856380134,Air,Route C,127.98516,95.9875069398,9164.281404060199,0,1
skincare,SKU712,51.19,86,594,31446.524674,Non-binary,61,5,146,12,Carrier C,13.6989393052,Supplier 5,Chennai,42,1116,57,41.6029321501,Pass,4.262548891547667,Air,Route C,984.772401,55.3018714553,31391.2228025447,1,1
skincare,SKU713,10.1,30,405,3701.800959,Female,135,5,39,3,Carrier A,11.3713286194,Supplier 3,Bangalore,59,1117,31,39.1465797901,Fail,4.408906807525601,Air,Route A,180.970551,50.517908409499995,3651.2830505905004,1,1
skincare,SKU714,20.12,27,45,893.860796,Non-binary,155,35,16,14,Carrier B,5.9872046396,Supplier 3,Bangalore,36,1367,44,30.0061948447,Pass,3.079481646926055,Road,Route B,303.02195,35.9933994843,857.8673965157001,1,0
cosmetics,SKU715,49.33,43,850,38092.47509,Non-binary,136,49,144,9,Carrier B,5.0669966683,Supplier 4,Bangalore,6,1316,18,14.6018474296,Pending,0.72000823086857,Rail,Route A,822.206571,19.6688440979,38072.8062459021,0,1
skincare,SKU716,36.46,40,106,3588.473144,Male,34,49,61,5,Carrier C,18.9946633925,Supplier 2,Mumbai,54,80,41,11.7187890043,Pending,3.181750610012704,Road,Route A,853.231897,30.7134523968,3557.7596916032,1,1
haircare,SKU717,75.89,29,900,71439.740181,Non-binary,177,26,145,2,Carrier C,12.2159281993,Supplier 3,Delhi,20,827,44,55.9017441755,Pending,4.005909232735725,Air,Route C,951.678009,68.1176723748,71371.6225086252,0,1
haircare,SKU718,20.07,54,677,13295.970156,Non-binary,191,15,188,11,Carrier C,3.1002859239,Supplier 2,Kolkata,22,693,51,27.3135783036,Pending,4.686071106551416,Road,Route B,983.239394,30.4138642275,13265.5562917725,0,1
haircare,SKU719,83.35,50,976,77149.568101,Male,153,28,149,4,Carrier A,4.6243322651,Supplier 3,Chennai,16,131,48,44.5116551093,Pass,1.909130102539858,Road,Route B,354.093716,49.1359873744,77100.4321136256,0,1
skincare,SKU720,13.95,100,766,11732.668136,Female,146,53,104,13,Carrier A,9.4571096597,Supplier 4,Kolkata,7,904,24,50.3751927547,Pending,4.853057049276656,Road,Route A,479.072242,59.832302414400004,11672.835833585601,0,1
cosmetics,SKU721,59.35,5,231,13932.24089,Female,9,26,77,6,Carrier B,2.8766119766,Supplier 1,Chennai,28,312,13,43.8135224842,Pending,2.655935156567551,Rail,Route B,331.132133,46.6901344608,13885.5507555392,0,1
skincare,SKU722,71.84,29,631,46188.235303,Female,67,29,199,12,Carrier A,19.6089775896,Supplier 2,Mumbai,29,1319,19,48.3608312438,Pass,4.504621792518678,Road,Route B,590.507574,67.9698088334,46120.265494166604,0,1
haircare,SKU723,42.73,62,856,39002.95159,Male,88,56,76,13,Carrier B,4.3112948915,Supplier 1,Chennai,56,1305,18,19.0624240993,Pass,1.542678251447861,Sea,Route C,228.340048,23.3737189908,38979.5778710092,1,1
skincare,SKU724,38.41,32,649,23827.854492,Male,116,23,86,7,Carrier B,5.0350424507,Supplier 3,Kolkata,56,1012,32,99.8704223637,Pass,3.517798661087771,Road,Route A,989.193693,104.9054648144,23722.949027185598,1,1
cosmetics,SKU725,58.03,81,783,44690.602924,Female,116,11,65,4,Carrier C,13.8363974953,Supplier 3,Kolkata,34,1246,24,53.428456672,Pending,1.475445302658597,Road,Route C,591.422134,67.2648541673,44623.3380698327,1,1
skincare,SKU726,14.75,33,402,5657.613133,Male,128,49,116,4,Carrier C,7.4774117746,Supplier 2,Mumbai,45,328,47,10.3182961333,Pending,1.813640913024963,Road,Route B,664.930372,17.795707907900002,5639.8174250921,1,1
skincare,SKU727,22.55,37,113,2498.832836,Male,15,48,40,2,Carrier B,11.8373358919,Supplier 2,Delhi,19,770,48,18.5727209414,Pass,3.917662394488248,Road,Route C,866.294827,30.4100568333,2468.4227791667,0,1
cosmetics,SKU728,52.05,84,24,1301.20353,Male,35,7,195,12,Carrier A,6.7303355415,Supplier 1,Chennai,23,1269,10,87.8671729996,Fail,3.563152123119223,Rail,Route B,784.954346,94.5975085411,1206.6060214589,0,0
skincare,SKU729,29.82,84,72,2068.409191,Female,104,19,67,6,Carrier B,16.3589291134,Supplier 5,Kolkata,7,946,48,26.9332234488,Pending,4.043828331884852,Air,Route A,178.330209,43.2921525622,2025.1170384378001,0,0
haircare,SKU730,71.43,35,762,56031.628976,Male,51,54,23,3,Carrier B,5.763904694,Supplier 5,Delhi,54,1456,56,40.1598874033,Pending,2.632492854049645,Air,Route A,909.783654,45.923792097299994,55985.7051839027,1,1
haircare,SKU731,30.02,64,516,14764.75162,Non-binary,29,15,79,7,Carrier A,8.315783519,Supplier 1,Delhi,38,332,17,90.2136384024,Fail,4.689387547402303,Road,Route B,447.145041,98.5294219214,14666.2221980786,1,1
cosmetics,SKU732,28.79,62,217,6075.28627,Female,166,54,167,2,Carrier C,6.5737655199,Supplier 1,Mumbai,40,713,35,64.1666190356,Fail,2.297301425301917,Road,Route A,408.602882,70.74038455549999,6004.5458854445,1,1
skincare,SKU733,92.68,80,759,65350.945889,Unknown,189,12,47,12,Carrier A,16.8837045328,Supplier 1,Delhi,50,123,51,44.4578693935,Pass,3.395016848016681,Road,Route A,423.274062,61.3415739263,65289.6043150737,1,1
skincare,SKU734,16.58,2,605,10812.695758,Unknown,80,10,164,5,Carrier A,6.6772582176,Supplier 4,Chennai,45,429,30,37.4869477874,Fail,4.75604988287157,Road,Route B,403.035102,44.164206005,10768.531551995,1,1
haircare,SKU735,24.8,17,690,16824.692618,Non-binary,186,17,12,2,Carrier A,2.526012511,Supplier 2,Kolkata,35,58,34,34.406000714,Pending,2.324687454929949,Road,Route A,188.306987,36.932013225,16787.760604775,1,1
skincare,SKU736,75.33,37,784,56527.049718,Male,19,9,112,13,Carrier C,3.2319668652,Supplier 3,Delhi,34,162,11,19.5957345525,Pass,0.750443037305214,Air,Route B,162.807206,22.827701417700002,56504.2220165823,1,1
haircare,SKU737,21.73,99,657,14381.97501,Female,74,57,106,9,Carrier C,3.5585240663,Supplier 5,Chennai,41,1262,32,54.4099851354,Fail,2.851469088643324,Road,Route A,839.925288,57.9685092017,14324.0065007983,1,1
skincare,SKU738,33.54,11,162,5429.869206,Female,17,21,28,4,Carrier A,12.8452040754,Supplier 5,Mumbai,17,815,31,79.1717655168,Fail,1.559408735221922,Sea,Route A,246.045315,92.0169695922,5337.8522364078,0,1
cosmetics,SKU739,13.27,32,305,4074.336204,Male,131,53,106,7,Carrier A,10.6499899811,Supplier 2,Kolkata,13,1438,27,20.0620334111,Fail,1.250972129260964,Road,Route C,331.287344,30.7120233922,4043.6241806078,0,1
haircare,SKU740,5.87,81,363,1921.287341,Non-binary,33,48,145,10,Carrier B,3.4209948838,Supplier 5,Kolkata,26,1437,27,36.6473880222,Fail,3.577131311260041,Rail,Route A,185.216837,40.068382906,1881.218958094,0,1
skincare,SKU741,75.8,48,320,22938.590159,Female,144,36,23,3,Carrier C,12.1601136024,Supplier 1,Bangalore,36,155,6,21.9323962163,Pass,0.893905919417083,Road,Route C,700.49675,34.092509818699995,22904.4976491813,1,1
cosmetics,SKU742,58.28,29,787,42750.971284,Male,162,52,79,11,Carrier C,18.87640741,Supplier 4,Bangalore,12,883,17,61.2734168832,Pass,3.785547712568826,Road,Route B,627.969982,80.1498242932,42670.8214597068,0,1
cosmetics,SKU743,24.4,13,165,3728.578834,Female,21,39,67,14,Carrier B,9.7743241464,Supplier 2,Kolkata,43,888,11,67.0627353345,Pending,1.313022968333665,Road,Route B,634.287322,76.83705948090001,3651.7417745191,1,1
cosmetics,SKU744,66.35,48,575,34817.087527,Male,98,6,130,8,Carrier C,7.9350664161,Supplier 5,Kolkata,56,512,22,20.8002474655,Pass,1.790413315718123,Rail,Route A,919.551257,28.7353138816,34788.3522131184,1,1
haircare,SKU745,73.77,13,161,12564.172551,Non-binary,3,24,32,13,Carrier B,14.3283216951,Supplier 2,Bangalore,20,116,53,39.8715656408,Fail,4.129787275812894,Sea,Route A,897.80051,54.1998873359,12509.972663664099,0,1
haircare,SKU746,16.77,52,186,3243.982458,Non-binary,195,7,55,11,Carrier A,3.1108469681,Supplier 1,Bangalore,8,1179,38,63.973372286,Pass,2.22588181218845,Road,Route A,403.268309,67.0842192541,3176.8982387459,0,0
haircare,SKU747,10.7,4,491,5455.251461,Non-binary,23,43,19,5,Carrier A,2.823159344,Supplier 2,Delhi,55,1348,16,75.7448331491,Pass,0.518434323556946,Road,Route A,642.977091,78.56799249310001,5376.6834685069,1,1
haircare,SKU748,83.17,58,786,71767.372261,Male,47,12,43,14,Carrier A,14.0387487813,Supplier 5,Mumbai,8,271,34,76.3583746432,Pass,1.624414271748913,Sea,Route C,314.843216,90.3971234245,71676.9751375755,0,1
skincare,SKU749,60.34,24,519,30940.702055,Female,68,36,99,10,Carrier A,2.77520547,Supplier 2,Bangalore,36,530,57,77.6234593482,Pass,0.875212511398236,Road,Route B,594.240122,80.3986648182,30860.3033901818,1,1
skincare,SKU750,98.41,93,427,38233.223508,Unknown,161,3,77,6,Carrier A,2.671107159,Supplier 5,Kolkata,16,396,9,86.2441711303,Pass,0.989116099339773,Air,Route C,479.939648,88.9152782893,38144.3082297107,0,1
skincare,SKU751,49.5,49,881,45172.442286,Male,24,4,188,11,Carrier A,17.3514853166,Supplier 1,Chennai,24,718,25,34.7536233047,Pass,0.028688022609311,Air,Route B,452.554987,52.105108621300005,45120.3371773787,0,1
skincare,SKU752,34.54,69,969,35308.205883,Male,132,11,134,2,Carrier A,8.7118672995,Supplier 2,Mumbai,32,901,43,71.1986959115,Pending,0.433999488786924,Road,Route A,485.876268,79.910563211,35228.295319789,1,1
cosmetics,SKU753,47.06,77,171,8735.530408,Male,153,18,57,9,Carrier A,12.8615176149,Supplier 3,Chennai,6,447,42,46.0197185985,Fail,4.276035623213257,Sea,Route C,559.124688,58.8812362134,8676.649171786601,0,1
skincare,SKU754,12.34,95,459,5885.964682,Female,160,24,138,12,Carrier C,5.1185134922,Supplier 3,Bangalore,16,116,34,60.1497140437,Pass,3.121303971681548,Road,Route C,507.969765,65.2682275359,5820.6964544641,0,1
skincare,SKU755,18.5,100,337,6837.053747,Male,116,47,49,2,Carrier C,13.3569456494,Supplier 2,Bangalore,13,863,59,46.3230523689,Pass,1.13925838789466,Road,Route B,957.071246,59.6799980183,6777.3737489817,0,1
cosmetics,SKU756,58.35,73,115,7288.085768,Female,11,3,129,6,Carrier C,7.1378281078,Supplier 2,Chennai,26,676,43,96.2037391432,Pass,4.377892122363161,Road,Route B,497.121289,103.341567251,7184.744200749,0,1
skincare,SKU757,12.88,81,903,11755.731168,Female,23,2,101,3,Carrier A,11.757533702,Supplier 2,Chennai,50,94,13,67.0771069229,Pending,1.630147992125627,Rail,Route A,267.859911,78.8346406249,11676.8965273751,1,1
haircare,SKU758,79.21,36,474,38742.484906,Female,187,18,10,14,Carrier B,6.7338052396,Supplier 4,Kolkata,40,623,5,49.3854065865,Pending,4.771236790524063,Rail,Route C,736.386469,56.1192118261,38686.365694173895,1,1
cosmetics,SKU759,28.57,74,120,3601.829088,Female,45,59,127,11,Carrier B,16.6455653556,Supplier 1,Delhi,43,905,22,93.0829498945,Pass,4.945481582713786,Rail,Route B,652.051385,109.7285152501,3492.1005727499,1,1
haircare,SKU760,28.3,8,225,5875.993054,Female,61,28,147,13,Carrier A,12.69466255,Supplier 1,Chennai,46,443,16,70.316692067,Pass,2.374178977916033,Air,Route B,961.774505,83.01135461700001,5792.981699383,1,1
cosmetics,SKU761,72.09,70,625,44365.415517,Male,110,39,36,8,Carrier A,7.156531157,Supplier 2,Kolkata,26,1315,14,43.9137645533,Fail,2.740714765117625,Road,Route A,650.844659,51.0702957103,44314.3452212897,0,1
skincare,SKU762,10.12,89,806,7932.072509,Female,55,56,57,9,Carrier B,4.487701654,Supplier 4,Delhi,30,616,59,82.8628543729,Fail,4.234808018376448,Air,Route A,472.074918,87.35055602690001,7844.721952973099,0,1
haircare,SKU763,65.7,29,343,23049.096817,Female,150,5,80,9,Carrier B,5.8738881192,Supplier 1,Chennai,16,565,12,82.5116309989,Pass,1.471249756076699,Rail,Route A,258.062303,88.3855191181,22960.711297881902,0,1
skincare,SKU764,96.81,81,247,25642.419964,Male,62,32,60,4,Carrier A,12.720829882,Supplier 2,Delhi,55,804,13,54.2541316141,Pass,0.034812701758522,Rail,Route B,395.516866,66.9749614961,25575.4450025039,1,1
haircare,SKU765,11.24,82,961,10769.782193,Male,126,48,145,12,Carrier A,5.883107226,Supplier 1,Mumbai,16,1038,29,25.822889507,Pass,0.347088886057897,Road,Route B,657.232422,31.705996733,10738.076196266999,0,1
skincare,SKU766,77.84,36,74,6262.414972,Non-binary,79,25,114,4,Carrier A,3.1551211082,Supplier 1,Mumbai,55,281,7,80.0697722967,Pending,2.680018011398281,Rail,Route B,383.091488,83.2248934049,6179.190078595099,1,0
skincare,SKU767,57.48,44,729,45940.07541,Female,73,35,128,4,Carrier A,8.0569213279,Supplier 1,Kolkata,22,1376,6,68.3535768146,Fail,0.846433634069453,Rail,Route C,736.423766,76.4104981425,45863.6649118575,0,1
haircare,SKU768,38.21,33,71,2767.966393,Unknown,111,51,139,3,Carrier B,19.7291493382,Supplier 4,Bangalore,14,1258,34,17.325128497,Pass,2.142978160880002,Road,Route A,900.314324,37.0542778352,2730.9121151648,0,0
haircare,SKU769,88.46,15,273,24130.848108,Female,75,24,161,11,Carrier B,7.5455352477,Supplier 3,Bangalore,38,1157,45,48.0583104157,Fail,0.095586886676104,Rail,Route C,416.097668,55.6038456634,24075.244262336597,1,1
haircare,SKU770,63.16,79,389,24174.435629,Non-binary,4,23,91,9,Carrier C,17.8169947167,Supplier 4,Delhi,27,1416,37,98.7070258079,Pending,4.783254003520233,Road,Route A,269.512186,116.52402052459999,24057.9116084754,0,1
skincare,SKU771,80.6,31,845,70282.767094,Female,192,33,68,2,Carrier A,3.9624516836,Supplier 4,Chennai,45,1018,54,69.0534743053,Pending,1.270871342419352,Road,Route C,547.035517,73.0159259889,70209.75116801109,1,1
skincare,SKU772,53.01,10,617,32558.533133,Male,74,41,157,12,Carrier C,2.4786458281,Supplier 4,Kolkata,28,914,45,47.8531516741,Pending,4.772757533417781,Rail,Route C,433.003187,50.3317975022,32508.2013354978,0,1
haircare,SKU773,82.5,95,474,35694.443067,Male,96,21,89,7,Carrier B,11.9090779926,Supplier 4,Kolkata,28,610,32,78.0138930243,Pass,4.792996212263002,Road,Route B,964.664055,89.92297101690001,35604.5200959831,0,1
