product_type,price,stock_levels,original_demand,demand_new,demand_increase,delay_risk_after,profit,profit_after,decision,scenario
cosmetics,59.85,21,907,952.35,45.35000000000002,1,57028.9987118604,57023.93057614644,Reorder Stock,High Demand
cosmetics,82.11,36,782,821.1,39.10000000000002,0,60259.0659348748,60249.68186246228,Reorder Stock,High Demand
skincare,97.14,4,562,590.1,28.100000000000023,0,54444.7920722403,54437.38039276433,Reorder Stock,High Demand
skincare,42.81,75,530,556.5,26.5,1,23144.077085414,23134.1171540554,Reorder Stock,High Demand
haircare,29.19,157,141,148.05,7.050000000000011,1,3738.320034882,3735.1544255702,Change Supplier,High Delay
skincare,36.7,188,620,651.0,31.0,1,23396.8375871526,23393.958096067858,Change Supplier,High Delay
haircare,7.16,105,660,693.0,33.0,1,4439.3524267532,4437.68687092852,Reorder Stock,High Demand
skincare,37.68,162,689,723.45,34.450000000000045,0,28197.3544558752,28187.71492046272,Reduce Cost,Cost Increase
skincare,45.14,31,276,289.8,13.800000000000011,0,13364.3292414397,13355.96475608367,Reorder Stock,High Demand
skincare,62.7,39,844,886.2,42.200000000000045,1,51300.1831763084,51289.787099139234,Reorder Stock,High Demand
skincare,89.28,126,313,328.65000000000003,15.650000000000034,1,25871.69792469,25866.779458559,Change Supplier,High Delay
skincare,92.88,131,13,13.65,0.6500000000000004,0,1222.2903077846,1212.83554156306,Reduce Cost,Cost Increase
haircare,13.0,165,342,359.1,17.100000000000023,1,4504.5468618918,4498.801196280981,Change Supplier,High Delay
skincare,81.4,4,382,401.1,19.100000000000023,0,31638.4477198409,31631.00895102499,Reorder Stock,High Demand
haircare,82.49,147,962,1010.1,48.10000000000002,1,72077.8829748806,72071.39407366866,Reorder Stock,High Demand
skincare,50.08,142,873,916.65,43.64999999999998,0,45739.1808847486,45736.09656692346,Reorder Stock,High Demand
skincare,36.01,194,944,991.2,47.200000000000045,1,34911.339572625504,34906.84651128805,Reorder Stock,High Demand
skincare,90.29,74,390,409.5,19.5,0,34501.743628221,34493.6277208431,Reorder Stock,High Demand
haircare,57.7,30,546,573.3000000000001,27.300000000000068,1,29258.8175437805,29248.53122325855,Reorder Stock,High Demand
cosmetics,74.28,50,614,644.7,30.700000000000045,1,45863.5236667522,45858.11028392742,Reorder Stock,High Demand
cosmetics,58.79,157,152,159.6,7.599999999999994,1,9770.0342232228,9765.82178464508,Change Supplier,High Delay
skincare,82.93,197,86,90.3,4.299999999999997,0,7791.799768438,7788.1771406818,Reduce Cost,Cost Increase
cosmetics,32.88,155,306,321.3,15.300000000000011,0,9164.2814040602,9154.68265336622,Reduce Cost,Cost Increase
skincare,51.19,61,594,623.7,29.700000000000045,1,31391.2228025447,31385.69261539917,Reorder Stock,High Demand
skincare,10.1,135,405,425.25,20.25,1,3651.283050590501,3646.23125974955,Change Supplier,High Delay
skincare,20.12,155,45,47.25,2.25,1,857.8673965157001,854.26805656727,Change Supplier,High Delay
cosmetics,49.33,136,850,892.5,42.5,0,38072.8062459021,38070.83936149231,Reorder Stock,High Demand
skincare,36.46,34,106,111.3,5.299999999999997,1,3557.7596916032,3554.68834636352,Change Supplier,High Delay
haircare,75.89,177,900,945.0,45.0,0,71371.6225086252,71364.81074138772,Reorder Stock,High Demand
haircare,20.07,191,677,710.85,33.85000000000002,0,13265.5562917725,13262.51490534975,Reduce Cost,Cost Increase
haircare,83.35,153,976,1024.8,48.799999999999955,0,77100.4321136256,77095.51851488816,Reorder Stock,High Demand
skincare,13.95,146,766,804.3000000000001,38.30000000000007,0,11672.8358335856,11666.85260334416,Reorder Stock,High Demand
cosmetics,59.35,9,231,242.55,11.550000000000011,0,13885.5507555392,13880.88174209312,Reorder Stock,High Demand
skincare,71.84,67,631,662.5500000000001,31.550000000000068,1,46120.26549416661,46113.46851328326,Reorder Stock,High Demand
haircare,42.73,88,856,898.8000000000001,42.80000000000007,1,38979.5778710092,38977.240499110114,Reorder Stock,High Demand
skincare,38.41,116,649,681.45,32.450000000000045,1,23722.9490271856,23712.45848070416,Reorder Stock,High Demand
cosmetics,58.03,116,783,822.1500000000001,39.15000000000009,1,44623.3380698327,44616.61158441597,Reorder Stock,High Demand
skincare,14.75,128,402,422.1,20.100000000000023,1,5639.8174250921,5638.037854301309,Change Supplier,High Delay
skincare,22.55,15,113,118.65,5.650000000000006,0,2468.4227791667,2465.38177348337,Reorder Stock,High Demand
cosmetics,52.05,35,24,25.200000000000003,1.2000000000000028,0,1206.6060214589,1197.14627060479,Reduce Cost,Cost Increase
skincare,29.82,104,72,75.60000000000001,3.6000000000000085,0,2025.1170384378,2020.7878231815805,Reduce Cost,Cost Increase
haircare,71.43,51,762,800.1,38.10000000000002,1,55985.7051839027,55981.11280469297,Reorder Stock,High Demand
haircare,30.02,29,516,541.8000000000001,25.800000000000068,1,14666.2221980786,14656.36925588646,Reorder Stock,High Demand
cosmetics,28.79,166,217,227.85,10.849999999999994,1,6004.5458854445,5997.471846988949,Change Supplier,High Delay
skincare,92.68,189,759,796.95,37.950000000000045,1,65289.6043150737,65283.47015768107,Change Supplier,High Delay
skincare,16.58,80,605,635.25,30.25,1,10768.531551995,10764.1151313945,Reorder Stock,High Demand
haircare,24.8,186,690,724.5,34.5,1,16787.760604775,16784.0674034525,Change Supplier,High Delay
skincare,75.33,19,784,823.2,39.200000000000045,1,56504.2220165823,56501.93924644053,Reorder Stock,High Demand
haircare,21.73,74,657,689.85,32.85000000000002,1,14324.0065007983,14318.20964987813,Reorder Stock,High Demand
skincare,33.54,17,162,170.1,8.099999999999994,0,5337.8522364078,5328.65053944858,Reorder Stock,High Demand
cosmetics,13.27,131,305,320.25,15.25,0,4043.6241806078,4040.55297826858,Reduce Cost,Cost Increase
haircare,5.87,33,363,381.15,18.149999999999977,0,1881.218958094,1877.2121198034,Reorder Stock,High Demand
skincare,75.8,144,320,336.0,16.0,1,22904.4976491813,22901.08839819943,Change Supplier,High Delay
cosmetics,58.28,162,787,826.35,39.35000000000002,0,42670.8214597068,42662.80647727748,Reorder Stock,High Demand
cosmetics,24.4,21,165,173.25,8.25,1,3651.7417745191,3644.0580685710097,Reorder Stock,High Demand
cosmetics,66.35,98,575,603.75,28.75,1,34788.3522131184,34785.478681730245,Reorder Stock,High Demand
haircare,73.77,3,161,169.05,8.050000000000011,0,12509.9726636641,12504.55267493051,Reorder Stock,High Demand
haircare,16.77,195,186,195.3,9.300000000000011,0,3176.8982387459,3170.18981682049,Reduce Cost,Cost Increase
haircare,10.7,23,491,515.5500000000001,24.550000000000068,1,5376.6834685069,5368.82666925759,Reorder Stock,High Demand
haircare,83.17,47,786,825.3000000000001,39.30000000000007,0,71676.9751375755,71667.93542523305,Reorder Stock,High Demand
skincare,60.34,68,519,544.95,25.950000000000045,1,30860.3033901818,30852.26352369998,Reorder Stock,High Demand
skincare,98.41,161,427,448.35,21.350000000000023,0,38144.3082297107,38135.416701881775,Reduce Cost,Cost Increase
skincare,49.5,24,881,925.05,44.049999999999955,0,45120.3371773787,45115.12666651657,Reorder Stock,High Demand
skincare,34.54,132,969,1017.45,48.450000000000045,1,35228.295319789,35220.3042634679,Reorder Stock,High Demand
cosmetics,47.06,153,171,179.55,8.550000000000011,0,8676.649171786601,8670.761048165261,Reduce Cost,Cost Increase
skincare,12.34,160,459,481.9500000000001,22.950000000000102,0,5820.6964544641,5814.16963171051,Reduce Cost,Cost Increase
skincare,18.5,116,337,353.85,16.850000000000023,0,6777.3737489817,6771.40574917987,Reduce Cost,Cost Increase
cosmetics,58.35,11,115,120.75,5.75,0,7184.744200749,7174.4100440239,Reorder Stock,High Demand
skincare,12.88,23,903,948.15,45.14999999999998,1,11676.8965273751,11669.01306331261,Reorder Stock,High Demand
haircare,79.21,187,474,497.7000000000001,23.700000000000102,1,38686.365694173895,38680.75377299129,Change Supplier,High Delay
cosmetics,28.57,45,120,126.0,6.0,1,3492.1005727499,3481.12772122489,Change Supplier,High Delay
haircare,28.3,61,225,236.25,11.25,1,5792.981699383,5784.6805639213,Change Supplier,High Delay
cosmetics,72.09,110,625,656.25,31.25,0,44314.3452212897,44309.23819171867,Reorder Stock,High Demand
skincare,10.12,55,806,846.3000000000001,40.30000000000007,1,7844.721952973099,7835.98689737041,Reorder Stock,High Demand
haircare,65.7,150,343,360.15000000000003,17.150000000000034,0,22960.711297881902,22951.872745970093,Reduce Cost,Cost Increase
skincare,96.81,62,247,259.35,12.350000000000023,1,25575.4450025039,25568.74750635429,Change Supplier,High Delay
haircare,11.24,126,961,1009.05,48.049999999999955,0,10738.076196267,10734.9055965937,Reorder Stock,High Demand
skincare,77.84,79,74,77.7,3.700000000000003,1,6179.190078595099,6170.86758925461,Change Supplier,High Delay
skincare,57.48,73,729,765.45,36.450000000000045,0,45863.6649118575,45856.02386204325,Reorder Stock,High Demand
haircare,38.21,111,71,74.55,3.549999999999997,0,2730.9121151648,2727.20668738128,Reduce Cost,Cost Increase
haircare,88.46,75,273,286.65000000000003,13.650000000000034,1,24075.2442623366,24069.683877770254,Change Supplier,High Delay
haircare,63.16,4,389,408.4500000000001,19.450000000000102,0,24057.9116084754,24046.25920642294,Reorder Stock,High Demand
skincare,80.6,192,845,887.25,42.25,1,70209.75116801109,70202.4495754122,Change Supplier,High Delay
skincare,53.01,74,617,647.85,30.850000000000023,0,32508.2013354978,32503.168155747582,Reorder Stock,High Demand
haircare,82.5,96,474,497.7000000000001,23.700000000000102,0,35604.5200959831,35595.52779888141,Reorder Stock,High Demand
haircare,67.72,103,711,746.5500000000001,35.55000000000007,1,46941.2374949652,46934.250150961714,Reorder Stock,High Demand
cosmetics,64.98,81,716,751.8000000000001,35.80000000000007,1,43828.6252038882,43825.08222387702,Reorder Stock,High Demand
skincare,86.43,9,88,92.4,4.400000000000006,0,7030.013518488,7019.7759347368,Reorder Stock,High Demand
haircare,40.68,107,450,472.5,22.5,1,19289.0410864874,19280.777861936134,Change Supplier,High Delay
cosmetics,47.49,40,699,733.95,34.950000000000045,0,31156.2563509448,31150.21728053928,Reorder Stock,High Demand
cosmetics,77.98,54,190,199.5,9.5,1,14281.1282475619,14276.24373811809,Change Supplier,High Delay
cosmetics,25.53,122,426,447.3,21.30000000000001,1,10387.1463604454,10377.14165688994,Change Supplier,High Delay
cosmetics,93.31,196,687,721.35,34.35000000000002,0,60650.8240916602,60644.29490522622,Reduce Cost,Cost Increase
cosmetics,26.94,24,282,296.1,14.100000000000023,0,6912.5331738553,6904.720085240831,Reorder Stock,High Demand
haircare,62.65,185,963,1011.15,48.14999999999998,0,58918.6629481501,58915.21407256511,Reorder Stock,High Demand
haircare,18.63,2,767,805.35,38.35000000000002,1,14961.7998903909,14955.72838722999,Reorder Stock,High Demand
skincare,59.15,3,33,34.65,1.6499999999999986,1,1765.3296295898,1755.35861814878,Reorder Stock,High Demand
cosmetics,53.42,153,21,22.05,1.0500000000000007,0,1018.4962822379,1015.88929866169,Reduce Cost,Cost Increase
haircare,66.36,169,216,226.8,10.800000000000011,0,14047.1800350203,14043.77884652233,Reduce Cost,Cost Increase
skincare,35.87,9,396,415.8,19.80000000000001,1,14840.5959832754,14837.16265380294,Reorder Stock,High Demand
haircare,54.54,109,766,804.3000000000001,38.30000000000007,0,43014.805974760005,43004.990105036,Reorder Stock,High Demand
cosmetics,56.71,44,34,35.7,1.7000000000000028,0,1684.7825937902,1675.16235656922,Reduce Cost,Cost Increase
haircare,59.43,50,415,435.75,20.75,1,22638.5387434523,22637.09365399753,Reorder Stock,High Demand
skincare,37.24,104,536,562.8000000000001,26.800000000000068,0,19195.3940228546,19187.85338814006,Reorder Stock,High Demand
skincare,18.43,110,966,1014.3,48.299999999999955,1,15988.7228539173,15978.37071020903,Reorder Stock,High Demand
skincare,48.57,134,344,361.2,17.19999999999999,1,18238.8122998508,18233.26238653588,Change Supplier,High Delay
skincare,70.53,20,405,425.25,20.25,1,26435.5873954409,26430.53230068499,Reorder Stock,High Demand
skincare,34.52,96,711,746.5500000000001,35.55000000000007,1,23874.7293767467,23869.27278352137,Reorder Stock,High Demand
cosmetics,23.54,137,207,217.35,10.349999999999994,1,4727.3527386536,4724.87990961896,Change Supplier,High Delay
skincare,47.73,154,67,70.35000000000001,3.3500000000000085,0,2950.0809250648,2943.64032137128,Reduce Cost,Cost Increase
skincare,88.04,14,107,112.35,5.349999999999994,1,9037.584374541198,9030.54957909532,Reorder Stock,High Demand
skincare,15.5,42,97,101.85,4.849999999999994,0,1333.5055067931,1326.39035047241,Reduce Cost,Cost Increase
cosmetics,20.25,155,107,112.35,5.349999999999994,0,2179.4571321084004,2178.05528021924,Reduce Cost,Cost Increase
skincare,61.12,111,320,336.0,16.0,1,20140.6073285612,20132.53681891732,Change Supplier,High Delay
cosmetics,29.62,46,820,861.0,41.0,1,23779.8599295084,23777.39140055924,Reorder Stock,High Demand
skincare,28.39,135,309,324.45,15.449999999999989,0,9011.003544250902,9000.55160627599,Reduce Cost,Cost Increase
cosmetics,25.35,2,2,2.1,0.10000000000000009,0,-28.899600059200004,-36.59302816512001,Reduce Cost,Cost Increase
haircare,10.55,184,271,284.55,13.550000000000011,1,3050.180656627,3045.9563231897,Change Supplier,High Delay
haircare,85.55,111,376,394.8,18.80000000000001,0,28981.8821845279,28978.56688218069,Reduce Cost,Cost Increase
cosmetics,58.64,138,658,690.9,32.89999999999998,1,42041.7069915725,42037.55886052975,Change Supplier,High Delay
skincare,83.66,135,843,885.1500000000001,42.15000000000009,1,72488.0101603092,72485.22309834012,Reorder Stock,High Demand
skincare,34.44,47,635,666.75,31.75,1,23194.2028943497,23186.34579858467,Reorder Stock,High Demand
skincare,82.71,146,606,636.3000000000001,30.300000000000068,0,47546.9297101575,47536.54584237325,Reduce Cost,Cost Increase
cosmetics,78.45,111,824,865.2,41.200000000000045,1,67862.9803674133,67855.07800555462,Reorder Stock,High Demand
haircare,8.87,12,238,249.9,11.900000000000006,1,2005.345992689,1997.4578168579,Reorder Stock,High Demand
cosmetics,81.75,68,218,228.9,10.900000000000006,0,18048.5071064821,18044.86254003031,Reduce Cost,Cost Increase
haircare,36.64,171,753,790.65,37.64999999999998,0,29837.4113506067,29827.88331776737,Reduce Cost,Cost Increase
skincare,81.58,12,698,732.9,34.89999999999998,1,53340.3404183493,53334.73168478422,Reorder Stock,High Demand
cosmetics,88.85,37,221,232.05,11.050000000000011,0,17890.5169656144,17885.98752847584,Reorder Stock,High Demand
skincare,59.44,51,839,880.95,41.950000000000045,1,49870.5493713021,49866.02322603231,Reorder Stock,High Demand
cosmetics,39.35,137,85,89.25,4.25,0,3611.9429679933,3606.42437459263,Reduce Cost,Cost Increase
skincare,75.34,125,457,479.85,22.850000000000023,1,34542.3581170881,34533.41756029691,Change Supplier,High Delay
cosmetics,12.08,109,952,999.6,47.60000000000002,0,10572.7545661959,10565.40442151549,Reorder Stock,High Demand
skincare,85.67,125,586,615.3000000000001,29.300000000000068,0,51120.7344648298,51110.89960431278,Reduce Cost,Cost Increase
cosmetics,79.67,112,206,216.3,10.300000000000011,1,15745.8766544798,15737.08198762778,Change Supplier,High Delay
haircare,16.98,89,624,655.2,31.200000000000045,1,9709.6053752998,9702.53181032978,Reorder Stock,High Demand
skincare,84.07,105,591,620.5500000000001,29.550000000000068,0,51412.8859581872,51407.25979690592,Reorder Stock,High Demand
haircare,35.95,52,158,165.9,7.900000000000006,1,5565.2035705533,5559.72784080863,Change Supplier,High Delay
skincare,10.23,1,429,450.4500000000001,21.450000000000102,0,4375.7961845337,4366.74207158707,Reorder Stock,High Demand
skincare,87.65,193,496,520.8000000000001,24.800000000000068,1,45135.42516516111,45126.95228137721,Change Supplier,High Delay
skincare,51.87,178,815,855.75,40.75,0,44515.973314281,44513.821883609104,Reduce Cost,Cost Increase
cosmetics,27.15,116,827,868.35,41.35000000000002,0,23266.496773812,23262.5238145932,Reorder Stock,High Demand
cosmetics,42.27,189,298,312.90000000000003,14.900000000000034,1,11839.8000593906,11837.93113782966,Change Supplier,High Delay
haircare,14.54,68,865,908.25,43.25,0,11980.0740604417,11975.61155398587,Reorder Stock,High Demand
skincare,12.38,66,156,163.8,7.800000000000011,1,1953.965583228,1949.0525138508,Change Supplier,High Delay
skincare,73.39,20,177,185.85,8.849999999999994,0,14035.7365349882,14029.18208558702,Reorder Stock,High Demand
skincare,94.17,154,724,760.2,36.200000000000045,0,71216.047331589,71205.3803744479,Reduce Cost,Cost Increase
haircare,89.25,116,740,777.0,37.0,0,61071.626884644495,61061.49531690895,Reorder Stock,High Demand
cosmetics,38.28,104,92,96.6,4.599999999999994,0,3664.1565156229,3656.47047448519,Reduce Cost,Cost Increase
haircare,84.88,74,272,285.6,13.600000000000023,1,20814.1609790071,20803.96348170781,Change Supplier,High Delay
cosmetics,22.77,61,475,498.75,23.75,0,10142.9150571999,10132.49394031989,Reorder Stock,High Demand
skincare,88.77,186,387,406.35,19.350000000000023,1,32523.0546037451,32513.896067619607,Change Supplier,High Delay
haircare,76.83,87,922,968.1,46.10000000000002,1,70084.4218063298,70074.40324226278,Reorder Stock,High Demand
skincare,55.63,33,70,73.5,3.5,0,3930.0623077099,3922.35805918089,Reduce Cost,Cost Increase
haircare,70.69,169,694,728.7,34.700000000000045,1,50096.8120814304,50093.75232297344,Change Supplier,High Delay
skincare,89.1,127,627,658.35,31.350000000000023,0,53758.4250656942,53754.13403936362,Reorder Stock,High Demand
skincare,52.06,36,710,745.5,35.5,1,39213.8008420244,39210.35803372684,Reorder Stock,High Demand
haircare,71.75,122,321,337.05,16.05000000000001,1,21751.055676056,21748.2380294616,Change Supplier,High Delay
